Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Class,Gender of Victim(s)
235,36.803598,-95.937231,74029,OK,Oklahoma,2017,2017-01-07T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male and female
236,30.412928,-97.932129,78734,TX,Texas,2017,2017-01-07T00:00:00,Vandalism,crimes against property,male and female
237,38.55914,-121.423473,95819,CA,California,2016,2016-01-27T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male and female
238,33.998623,-81.032356,29201,SC,South Carolina,2016,2016-01-21T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
239,33.999184,-81.034234,29201,SC,South Carolina,2016,2016-03-23T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
240,42.560383,-83.373334,48323,MI,Michigan,2016,2016-01-26T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),female
241,45.553367,-94.161973,56301,MN,Minnesota,2016,2016-01-26T00:00:00,Political Speech,public speech (political figures),male and female
242,39.950082,-75.164101,19107,PA,Pennsylvania,2016,2016-01-16T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
243,36.166878,-86.786842,37203,TN,Tennessee,2016,2016-01-20T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
244,36.167909,-86.783924,37219,TN,Tennessee,2016,2016-03-14T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
245,36.166134,-86.783549,37203,TN,Tennessee,2016,2016-03-29T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
246,45.399233,-92.822456,55012,MN,Minnesota,2016,2016-12-21T00:00:00,Anti-Cemetery Campaign,public campaigns (targeting community),male and female
247,44.601957,-93.117199,55024,MN,Minnesota,2016,2016-01-29T00:00:00,Anti-Cemetery Campaign,public campaigns (targeting community),male and female
248,44.938982,-123.033056,97301,OR,Oregon,2017,2017-01-10T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
249,45.681929,-111.057347,59715,MT,Montana,2017,2017-01-09T00:00:00,Harassment,public campaigns (targeting community),male and female
250,38.393692,-82.399263,25701,WV,West Virginia,2017,2017-01-09T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
251,40.663045,-74.112675,7002,NJ,New Jersey,2016,2016-01-14T00:00:00,Public Campaign,public speech (political figures),male and female
252,41.291262,-96.02584,68134,NE,Nebraska,2016,2016-01-12T00:00:00,Vandalism,crimes against property,male and female
253,41.590925,-93.618493,50309,IA,Iowa,2016,2016-01-11T00:00:00,Public Campaign,public campaigns (targeting community),male and female
254,28.604879,-80.807351,32780,FL,Florida,2016,2016-01-02T00:00:00,Vandalism,crimes against property,male and female
255,38.888377,-77.009847,20515,DC,District of Columbia,2017,2017-01-11T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
256,40.756425,-89.658544,61615,IL,Illinois,2017,2017-01-15T00:00:00,Vandalism,crimes against property,male and female
257,39.943404,-75.123514,8103,PA,Pennsylvania,2017,2017-01-18T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
258,38.317569,-85.82159,47150,IN,Indiana,2017,2017-01-17T00:00:00,Education Discrimination,public campaigns (targeting community),male and female
259,30.274903,-97.741225,78701,TX,Texas,2017,2017-01-11T00:00:00,Political Speech,public speech (political figures),male and female
260,41.747883,-74.087119,12561,NY,New York,2017,2017-01-22T00:00:00,Violent Threat,crimes against people,male
261,38.547091,-121.756486,95616,CA,California,2017,2017-01-23T00:00:00,Vandalism,crimes against property,male and female
262,47.609959,-122.144349,98007,WA,Washington,2017,2017-01-14T00:00:00,Vandalism,crimes against property,male and female
263,47.610543,-122.143944,98007,WA,Washington,2017,2017-01-06T00:00:00,Violent Threat,crimes against people,male and female
264,46.585899,-112.017202,59601,MT,Montana,2017,2017-01-24T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
265,30.277099,-97.740834,78701,TX,Texas,2017,2017-01-26T00:00:00,Public Campaign,public speech (political figures),male and female
266,40.615516,-73.791218,11691,NY,New York,2017,2017-01-25T00:00:00,Assault,crimes against people,female
267,39.35509,-84.28682,45040,OH,Ohio,2017,2017-01-22T00:00:00,Harassment,public campaigns (targeting community),female
268,38.893104,-77.036605,20004,DC,District of Columbia,2017,2017-01-27T00:00:00,Executive Order,legislation (targeting community),male and female
269,40.65095,-73.814735,11422,NY,New York,2017,2017-01-15T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
270,40.699186,-74.041843,7305,DC,District of Columbia,2017,2017-01-27T00:00:00,Executive Order,legislation (targeting community),male and female
271,33.740387,-84.345421,30316,GA,Georgia,2017,2017-01-28T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
273,46.585893,-112.018545,59601,MT,Montana,2017,2017-01-31T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
274,40.712394,-74.001213,10038,NY,New York,2017,2017-02-02T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
275,38.747122,-121.259349,95661,CA,California,2017,2017-02-02T00:00:00,Vandalism,crimes against property,male and female
276,43.616745,-116.198911,83702,ID,Idaho,2017,2017-02-01T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
277,44.880688,-93.32478,55435,MN,Minnesota,2017,2017-01-28T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
278,40.420504,-74.512947,8852,NJ,New Jersey,2016,2016-11-10T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),female
279,40.461217,-74.46589,8902,NJ,New Jersey,2017,2017-01-30T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
280,34.745703,-92.289222,72201,AR,Arkansas,2017,2017-02-03T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
281,40.697299,-74.014893,10004,NY,New York,2014,2014-03-19T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
282,39.973831,-75.141635,19122,PA,Pennsylvania,2015,2015-12-06T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male and female
283,39.761047,-86.399918,46123,IN,Indiana,2014,2014-08-22T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
284,33.770015,-118.193665,90802,CA,California,2014,2014-07-29T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
285,45.552525,-94.161072,56301,MN,Minnesota,2014,2014-12-21T00:00:00,Vandalism,crimes against property,male and female
286,30.447027,-97.647429,78660,TX,Texas,2015,2015-11-16T00:00:00,Vandalism,crimes against property,male and female
287,40.674389,-73.947601,11216,NY,New York,2014,2014-07-23T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
288,40.674389,-73.947601,11216,NY,New York,2014,2014-07-23T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
289,38.54115,-121.762419,95616,CA,California,2017,2017-02-07T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
290,30.44043,-84.286908,32301,FL,Florida,2017,2017-02-04T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
291,42.051619,-75.339775,13783,NY,New York,2015,2015-04-29T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
292,28.819372,-97.003301,77901,TX,Texas,2017,2017-01-28T00:00:00,Vandalism,crimes against property,male and female
293,38.719302,-90.274476,63136,MO,Missouri,2017,2017-02-08T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
294,44.955172,-89.624727,54403,WI,Wisconsin,2017,2017-02-07T00:00:00,National Political Speech,public speech (political figures),male and female
295,40.698218,-74.547472,7920,NJ,New Jersey,2016,2016-12-31T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
296,40.409264,-79.943883,15207,PA,Pennsylvania,2015,2015-11-28T00:00:00,Attempted Homicide,crimes against people,male
297,27.857816,-82.730473,33782,FL,Florida,2015,2015-11-13T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
298,42.275475,-83.737171,48103,MI,Michigan,2017,2017-02-05T00:00:00,Vandalism,crimes against property,male and female
299,46.820727,-100.781584,58501,ND,North Dakota,2017,2017-02-08T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
300,34.745262,-92.28918,72201,AR,Arkansas,2017,2017-02-02T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
301,33.990804,-83.900442,30019,GA,Georgia,2016,2016-11-11T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
302,27.7463,-82.639933,33705,FL,Florida,2015,2015-11-14T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
303,33.858006,-118.009096,90621,CA,California,2015,2015-12-06T00:00:00,Vandalism,crimes against property,male and female
304,40.781939,-73.913591,11105,NY,New York,2015,2015-12-05T00:00:00,Assault,crimes against people,male
305,38.627197,-90.481725,63131,MO,Missouri,2015,2015-12-09T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
306,39.806377,-86.151368,46205,IN,Indiana,2015,2015-12-07T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male
307,38.899583,-77.052612,20037,DC,District of Columbia,2014,2014-07-10T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
308,39.318363,-77.01931,21723,MD,Maryland,2014,2014-09-30T00:00:00,Public Campaign,public campaigns (targeting community),male and female
309,40.713956,-73.970947,11211,NJ,New Jersey,2014,2014-02-20T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
310,39.095963,-94.581299,64108,MO,Missouri,2014,2014-12-06T00:00:00,Homicide,crimes against people,male
312,30.448674,-84.276123,32303,FL,Florida,2014,2014-05-08T00:00:00,Legislative Discrimination,public campaigns (targeting community),male and female
313,42.988576,-71.449585,3103,NH,New Hampshire,2014,2014-11-12T00:00:00,Political Speech,public campaigns (targeting community),male and female
314,40.091287,-83.059967,43235,OH,Ohio,2017,2017-02-11T00:00:00,Vandalism,crimes against property,male and female
317,34.016242,-118.223877,90058,CA,California,2014,2014-05-06T00:00:00,National Political Speech,public speech (political figures),male
319,44.887012,-122.991943,97317,OR,Oregon,2014,2014-05-01T00:00:00,National Political Speech,public speech (political figures),male and female
320,44.367003,-100.345951,57501,SD,South Dakota,2017,2017-02-15T00:00:00,Political Speech,public speech (political figures),male and female
321,32.514584,-93.728689,71111,LA,Louisiana,2017,2017-02-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
322,40.524002,-74.459404,8854,NJ,New Jersey,2017,2017-02-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
323,30.283455,-97.732573,78705,TX,Texas,2017,2017-02-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
324,29.717576,-95.40184,77005,TX,Texas,2017,2017-02-01T00:00:00,Public Campaign,public campaigns (targeting community),male and female
325,29.88843,-97.938352,78666,TX,Texas,2017,2017-02-01T00:00:00,Public Campaign,public campaigns (targeting community),male and female
326,33.20749,-97.152615,76201,TX,Texas,2017,2017-02-01T00:00:00,Public Campaign,public campaigns (targeting community),male and female
327,42.0455,-87.860928,60016,IL,Illinois,2017,2017-02-16T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
328,45.205982,-93.355036,55448,MN,Minnesota,2015,2015-10-30T00:00:00,Assault,crimes against people,female
329,32.854139,-96.957779,75062,TX,Texas,2015,2015-09-14T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
330,35.89616,-79.008672,27517,NC,North Carolina,2015,2015-02-10T00:00:00,Homicide,crimes against people,male and female
331,43.005981,-85.640177,49505,MI,Michigan,2015,2015-12-13T00:00:00,Violent Incident,crimes against people,male
332,33.91263,-118.344051,90250,CA,California,2015,2015-12-13T00:00:00,Vandalism,crimes against property,male and female
333,33.921738,-118.353825,90250,CA,California,2015,2015-12-13T00:00:00,Vandalism,crimes against property,male and female
